Factura;Dia;Fecha;DiaVence;FechaVence;Cliente;Producto;Cantidad;Moneda;Total;Almacén;Vendedor;TotalUSD;Impuesto;ImpuestoUSD;Tipo de cambio;Ganacia;GananciaUSD
FA 16720;13;nov-18;13;dic-18;472;316;4;colones;9,358.80;1;-1;0;0;0;0;3,440.91;0
FA 16808;14;nov-18;14;dic-18;1333;302;24;colones;7,701.84;1;-1;0;1,001.24;0;0;3,150.62;0
FA 16816;14;nov-18;14;dic-18;3867;344;6;colones;1,346.40;1;-1;0;0;0;0;7.745.500;0
FA 16828;14;nov-18;14;dic-18;810;309;1;colones;12,974.50;1;-1;0;1,686.69;0;0;5,358.75;0
FA 16928;14;nov-18;14;dic-18;856;319;12;colones;15,549.60;1;-1;0;0;0;0;7,959.63;0
FA 16928;14;nov-18;14;dic-18;856;327;12;colones;16,434.00;1;-1;0;0;0;0;6,892.99;0
FA 16928;14;nov-18;14;dic-18;856;322;12;colones;14,784.00;1;-1;0;0;0;0;6,199.03;0
FA 16928;14;nov-18;14;dic-18;856;324;12;colones;16,236.00;1;-1;0;0;0;0;6,826.77;0
FA 16936;14;nov-18;14;dic-18;3923;345;12;colones;2,917.20;1;-1;0;0;0;0;1,806.21;0
FA 17126;14;nov-18;14;dic-18;4381;356;6;colones;63,888.00;1;-1;0;0;0;0;18,251.76;0
FA 17132;14;nov-18;14;feb-19;3023;308;1;colones;9,124.50;1;-1;0;1,186.18;0;0;3,827.92;0
FA 17157;14;nov-18;14;dic-18;3795;344;6;colones;1,346.40;1;-1;0;0;0;0;7.745.500;0
FA 17228;15;nov-18;15;dic-18;2994;336;12;colones;9,600.00;1;-1;0;0;0;0;2,199.55;0
FA 17261;15;nov-18;15;dic-18;3512;335;6;colones;17,544.60;1;-1;0;0;0;0;8,212.67;0
FA 17279;15;nov-18;15;dic-18;552;344;12;colones;2,692.80;1;-1;0;0;0;0;1,549.11;0
FA 17371;15;nov-18;15;dic-18;994;340;43;colones;9,930.64;1;-1;0;0;0;0;5,719.92;0
FA 17452;15;nov-18;15;ene-19;274;313;2;colones;26,476.06;1;-1;0;3,441.89;0;0;9,390.91;0
FA 17452;15;nov-18;15;ene-19;274;344;10;colones;2,131.80;1;-1;0;0;0;0;1,178.72;0
FA 17454;15;nov-18;15;ene-19;361;314;5;colones;8,100.42;1;-1;0;1,053.05;0;0;7.623.700;0
FA 17455;15;nov-18;15;ene-19;4304;308;1;colones;9,124.50;1;-1;0;1,186.18;0;0;3,827.92;0
FA 17458;15;nov-18;15;dic-18;282;382;12;colones;12,931.32;1;-1;0;0;0;0;3,232.85;0
FA 17459;15;nov-18;15;dic-18;138;322;3;colones;3,696.00;1;-1;0;0;0;0;1,549.76;0
FA 17459;15;nov-18;15;dic-18;138;324;3;colones;4,059.00;1;-1;0;0;0;0;1,706.69;0
FA 17459;15;nov-18;15;dic-18;138;327;3;colones;4,108.50;1;-1;0;0;0;0;1,723.25;0
FA 17460;15;nov-18;15;dic-18;2019;334;24;colones;36,352.80;1;-1;0;0;0;0;21,064.64;0
FA 17647;16;nov-18;16;dic-18;1722;328;12;colones;23,562.00;1;-1;0;0;0;0;13,917.30;0
FA 17735;17;nov-18;17;dic-18;408;382;100;colones;102,951.00;1;-1;0;0;0;0;22,130.45;0
FA 17830;19;nov-18;19;ene-19;3691;329;120;colones;101,400.00;2;-1;0;12,588.81;0;0;14,807.44;0
FA 17830;19;nov-18;19;ene-19;3691;326;120;colones;99,600.00;2;-1;0;12,365.34;0;0;17,597.16;0
FA 17831;19;nov-18;19;ene-19;3691;321;60;colones;41,391.00;2;-1;0;5,138.69;0;0;2,132.33;0
FA 17916;19;nov-18;19;dic-18;1640;336;8;colones;12,830.40;1;-1;0;0;0;0;7,896.77;0
FA 17980;19;nov-18;19;dic-18;1074;334;12;colones;18,176.40;1;-1;0;0;0;0;10,532.32;0
FA 17980;19;nov-18;19;dic-18;1074;336;12;colones;19,245.60;1;-1;0;0;0;0;11,845.15;0
FA 18116;20;nov-18;20;dic-18;2345;302;12;colones;3,830.88;1;-1;0;498.01;0;0;1,555.27;0
FA 18347;20;nov-18;20;dic-18;2045;345;12;colones;2,917.20;1;-1;0;0;0;0;1,806.21;0
FA 18366;20;nov-18;19;ene-19;611;307;1;dolares;9,876,076.54;1;-1;0;1,283,889.95;0;0;7,081,854.49;0
FA 18459;21;nov-18;21;dic-18;584;322;12;colones;14,784.00;1;-1;0;0;0;0;6,199.03;0
FA 18459;21;nov-18;21;dic-18;584;327;12;colones;16,434.00;1;-1;0;0;0;0;6,892.99;0
FA 18499;21;nov-18;21;ene-19;369;327;6;colones;8,217.00;1;-1;0;0;0;0;3,446.50;0
FA 18588;21;nov-18;21;dic-18;1351;308;1;colones;9,124.50;1;-1;0;1,186.19;0;0;3,827.92;0
FA 18636;21;nov-18;21;dic-18;1454;314;2;colones;3,240.17;1;-1;0;421.22;0;0;3.049.500;0
FA 18747;21;nov-18;21;dic-18;653;345;6;colones;1,385.67;1;-1;0;0;0;0;8.301.800;0
FA 18747;21;nov-18;21;dic-18;653;344;6;colones;1,279.08;1;-1;0;0;0;0;7.072.300;0
FA 18767;21;nov-18;21;dic-18;413;308;2;colones;18,249.00;1;-1;0;2,372.37;0;0;7,655.84;0
FA 18898;22;nov-18;22;dic-18;172;382;12;colones;12,931.32;1;-1;0;0;0;0;3,232.85;0
FA 18904;22;nov-18;22;dic-18;4019;308;1;colones;8,668.28;1;-1;0;1,126.88;0;0;3,371.70;0
FA 18972;22;nov-18;22;dic-18;3157;319;6;colones;7,774.80;1;-1;0;0;0;0;3,979.82;0
FA 18972;22;nov-18;22;dic-18;3157;336;6;colones;9,622.80;1;-1;0;0;0;0;5,922.58;0
FA 18972;22;nov-18;22;dic-18;3157;327;6;colones;8,217.00;1;-1;0;0;0;0;3,446.50;0
FA 19313;23;nov-18;23;dic-18;1237;328;5;colones;8,835.75;1;-1;0;0;0;0;4,817.12;0
FA 19313;23;nov-18;23;dic-18;1237;325;6;colones;9,492.12;1;-1;0;0;0;0;4,981.44;0
FA 19318;23;nov-18;23;nov-18;4398;326;1;colones;1,094.50;1;-1;0;142.29;0;0;4.484.900;0
FA 19455;24;nov-18;24;dic-18;3857;324;12;colones;16,236.00;1;-1;0;0;0;0;6,826.77;0
FA 19455;24;nov-18;24;dic-18;3857;319;12;colones;15,549.60;1;-1;0;0;0;0;7,959.63;0
FA 19455;24;nov-18;24;dic-18;3857;336;12;colones;19,245.60;1;-1;0;0;0;0;11,845.15;0
FA 19455;24;nov-18;24;dic-18;3857;320;12;colones;15,114.00;1;-1;0;0;0;0;7,429.85;0
FA 19455;24;nov-18;24;dic-18;3857;322;12;colones;14,784.00;1;-1;0;0;0;0;6,199.03;0
FA 19455;24;nov-18;24;dic-18;3857;327;12;colones;16,434.00;1;-1;0;0;0;0;6,892.99;0
FA 19466;24;nov-18;24;dic-18;52;302;24;colones;7,701.84;1;-1;0;1,001.24;0;0;3,150.62;0
FA 19545;26;nov-18;26;ene-19;3691;329;60;colones;50,700.00;2;-1;0;6,294.41;0;0;7,403.72;0
FA 19545;26;nov-18;26;ene-19;3691;321;60;colones;41,391.00;2;-1;0;5,138.69;0;0;2,132.33;0
FA 19546;26;nov-18;26;ene-19;3691;326;60;colones;49,800.00;2;-1;0;6,182.67;0;0;8,798.58;0
FA 19672;26;nov-18;26;dic-18;994;324;24;colones;30,848.40;1;-1;0;0;0;0;12,029.94;0
FA 19672;26;nov-18;26;dic-18;994;327;24;colones;31,224.60;1;-1;0;0;0;0;12,142.58;0
FA 19766;26;nov-18;26;dic-18;3457;341;5;colones;1,154.73;1;-1;0;0;0;0;6.168.600;0
FA 19846;27;nov-18;27;ene-19;361;308;1;colones;9,124.50;1;-1;0;1,186.19;0;0;3,827.92;0
FA 20115;28;nov-18;28;dic-18;1506;334;12;colones;18,176.40;1;-1;0;0;0;0;10,532.32;0
FA 20136;28;nov-18;28;dic-18;1458;309;3;colones;38,923.50;1;-1;0;5,060.06;0;0;16,076.26;0
FA 20163;28;nov-18;28;dic-18;992;314;2;colones;2,936.00;1;-1;0;381.68;0;0;0.78;0
FA 20226;28;nov-18;28;ene-19;4108;341;90;colones;16,200.00;2;-1;0;0;0;0;5,789.31;0
FA 20251;28;nov-18;28;ene-19;369;322;6;colones;7,392.00;1;-1;0;0;0;0;3,099.51;0
FA 20251;28;nov-18;28;ene-19;369;321;6;colones;6,138.00;1;-1;0;797.94;0;0;2,352.45;0
FA 20299;28;nov-18;28;dic-18;1001;338;50;colones;3,553.00;1;-1;0;0;0;0;1,375.01;0
FA 20342;28;nov-18;28;dic-18;2330;340;6;colones;1,385.67;1;-1;0;0;0;0;7.088.000;0
FA 20362;28;nov-18;28;dic-18;3554;338;50;colones;3,740.00;1;-1;0;0;0;0;1,562.01;0
FA 20408;28;nov-18;28;dic-18;1351;309;2;colones;25,949.00;1;-1;0;3,373.37;0;0;10,717.51;0
FA 20473;28;nov-18;28;dic-18;3988;314;3;colones;4,861.00;1;-1;0;631.93;0;0;4.581.700;0
FA 20636;29;nov-18;28;feb-19;3023;309;1;colones;12,974.50;1;-1;0;1,686.68;0;0;5,358.76;0
FA 20650;29;nov-18;29;dic-18;1222;314;6;colones;9,720.00;1;-1;0;1,263.60;0;0;9.143.400;0
FA 20694;29;nov-18;29;dic-18;2019;338;50;colones;3,740.00;1;-1;0;0;0;0;1,562.00;0
FA 20694;29;nov-18;29;dic-18;2019;325;24;colones;42,187.20;1;-1;0;0;0;0;24,144.50;0
FA 20760;30;nov-18;30;ene-19;4108;341;150;colones;27,000.00;2;-1;0;0;0;0;9,648.85;0
FA 20781;30;nov-18;30;dic-18;4158;302;40;colones;12,836.40;1;-1;0;1,668.73;0;0;5,251.03;0
FA 20955;30;nov-18;30;dic-18;547;338;100;colones;7,480.00;1;-1;0;0;0;0;3,124.01;0
FA 20955;30;nov-18;30;dic-18;547;336;8;colones;12,830.40;1;-1;0;0;0;0;7,896.77;0
FA 20955;30;nov-18;30;dic-18;547;322;8;colones;9,856.00;1;-1;0;0;0;0;4,132.68;0
FA 21100;3;dic-18;3;ene-19;201;371;12;colones;45,039.60;1;-1;0;5,855.15;0;0;4,502.38;0
FA 21125;3;dic-18;3;feb-19;4108;341;30;colones;5,400.00;2;-1;0;0;0;0;1,929.77;0
FA 21136;3;dic-18;3;feb-19;3691;326;120;colones;99,600.00;2;-1;0;12,365.34;0;0;17,597.15;0
FA 21137;3;dic-18;3;feb-19;3691;329;60;colones;50,700.00;2;-1;0;6,294.41;0;0;7,403.72;0
FA 21148;3;dic-18;3;ene-19;1136;328;48;colones;94,248.00;1;-1;0;0;0;0;54,117.67;0
FA 21272;3;dic-18;3;ene-19;1227;382;6;colones;6,446.70;1;-1;0;0;0;0;1,591.72;0
FA 21273;3;dic-18;3;ene-19;3457;320;4;colones;4,786.10;1;-1;0;0;0;0;2,224.72;0
FA 21283;3;dic-18;3;ene-19;2225;336;15;colones;24,057.00;1;-1;0;0;0;0;14,806.44;0
FA 21283;3;dic-18;3;ene-19;2225;328;24;colones;47,124.00;1;-1;0;0;0;0;27,058.83;0
FA 21283;3;dic-18;3;ene-19;2225;325;24;colones;42,187.20;1;-1;0;0;0;0;24,144.50;0
FA 21311;3;dic-18;3;ene-19;1640;340;12;colones;2,917.20;1;-1;0;0;0;0;1,563.47;0
FA 21423;4;dic-18;4;ene-19;218;382;25;colones;26,940.25;1;-1;0;0;0;0;6,711.19;0
FA 21835;5;dic-18;5;feb-19;1300;344;15;colones;3,366.00;1;-1;0;0;0;0;1,875.99;0
FA 21903;5;dic-18;5;ene-19;627;383;3;colones;14,857.95;1;-1;0;0;0;0;3,714.48;0
FA 21985;5;dic-18;5;ene-19;408;382;200;colones;205,902.00;1;-1;0;0;0;0;44,069.49;0
FA 22001;5;dic-18;5;ene-19;2156;314;2;colones;3,240.17;1;-1;0;421.22;0;0;3.049.500;0
FA 22163;6;dic-18;6;ene-19;1001;347;4;colones;64,974.95;1;-1;0;8,446.74;0;0;13,678.95;0
FA 22209;6;dic-18;6;ene-19;2019;344;24;colones;5,385.60;1;-1;0;0;0;0;3,001.59;0
FA 22288;6;dic-18;6;ene-19;638;308;2;colones;18,249.00;1;-1;0;2,372.37;0;0;7,655.84;0
FA 22450;7;dic-18;7;ene-19;642;302;24;colones;7,701.84;1;-1;0;1,001.24;0;0;3,150.62;0
FA 22513;7;dic-18;7;dic-18;3169;338;50;colones;3,553.00;1;-1;0;0;0;0;1,375.01;0
FA 22583;7;dic-18;7;ene-19;856;341;12;colones;2,917.20;1;-1;0;0;0;0;1,626.31;0
FA 22583;7;dic-18;7;ene-19;856;340;12;colones;2,917.20;1;-1;0;0;0;0;1,563.47;0
FA 22583;7;dic-18;7;ene-19;856;344;24;colones;5,385.60;1;-1;0;0;0;0;3,001.59;0
FA 22663;7;dic-18;7;ene-19;3285;338;25;colones;1,870.00;1;-1;0;0;0;0;7.810.000;0
FA 22807;10;dic-18;21;abr-19;13;356;6;colones;60,848.34;1;-1;0;0;0;0;19,636.26;0
FA 22928;10;dic-18;10;ene-19;3762;328;1;colones;1,963.50;1;-1;0;0;0;0;1,127.45;0
FA 22941;10;dic-18;10;ene-19;3528;348;1;colones;1,881.00;1;-1;0;244.53;0;0;7.694.600;0
FA 22972;10;dic-18;10;ene-19;642;339;13;colones;2,316.60;1;-1;0;0;0;0;1,281.89;0
FA 23012;10;dic-18;10;ene-19;569;382;20;colones;21,552.20;1;-1;0;0;0;0;5,368.95;0
FA 23043;11;dic-18;11;ene-19;329;314;10;colones;16,200.00;1;-1;0;2,106.00;0;0;1,523.89;0
FA 23066;11;dic-18;19;dic-18;1045;316;4;colones;8,610.10;1;-1;0;0;0;0;2,692.21;0
FA 23085;11;dic-18;11;ene-19;1275;314;3;colones;6,705.86;1;-1;0;871.76;0;0;2,303.03;0
FA 23167;11;dic-18;11;dic-18;3593;338;50;colones;3,950.00;1;-1;0;0;0;0;1,772.01;0
FA 23167;11;dic-18;11;dic-18;3593;341;10;colones;2,550.00;1;-1;0;0;0;0;1,474.26;0
FA 23498;12;dic-18;12;ene-19;117;382;12;colones;12,931.32;1;-1;0;0;0;0;3,221.37;0
FA 23586;12;dic-18;12;feb-19;3691;321;60;colones;41,391.00;2;33;0;5,138.69;0;0;2,132.33;0
FA 23586;12;dic-18;12;feb-19;3691;326;60;colones;49,800.00;2;33;0;6,182.67;0;0;8,798.58;0
FA 23601;12;dic-18;12;ene-19;3442;314;4;colones;6,481.33;1;-1;0;842.57;0;0;6.108.900;0
FA 23610;12;dic-18;12;ene-19;2138;344;6;colones;1,346.40;1;-1;0;0;0;0;7.504.000;0
FA 23697;12;dic-18;12;ene-19;1258;334;100;colones;85,000.00;1;-1;0;0;0;0;21,299.34;0
FA 23697;12;dic-18;12;ene-19;1258;336;100;colones;79,500.00;1;-1;0;0;0;0;17,829.59;0
FA 23697;12;dic-18;12;ene-19;1258;328;100;colones;111,500.00;1;-1;0;0;0;0;27,895.14;0
FA 23698;12;dic-18;12;ene-19;1443;322;12;colones;14,784.00;1;-1;0;0;0;0;6,199.03;0
FA 23698;12;dic-18;12;ene-19;1443;327;12;colones;16,434.00;1;-1;0;0;0;0;6,892.99;0
FA 23698;12;dic-18;12;ene-19;1443;343;1;colones;319;1;-1;0;0;0;0;1.724.600;0
FA 23744;12;dic-18;12;dic-18;4371;382;4;colones;4,310.44;1;-1;0;0;0;0;1,073.79;0
FA 23848;13;dic-18;13;ene-19;642;339;13;colones;2,316.60;1;16;0;0;0;0;1,281.89;0
FA 23857;13;dic-18;13;mar-19;232;383;1;colones;3,800.00;1;-1;0;0;0;0;855.1;0
FA 23947;13;dic-18;13;ene-19;3442;302;30;colones;9,627.30;1;-1;0;1,251.55;0;0;3,938.27;0
FA 24103;14;dic-18;14;ene-19;929;324;20;colones;27,060.00;1;-1;0;0;0;0;11,377.95;0
FA 24289;14;dic-18;14;ene-19;547;341;12;colones;2,917.20;1;-1;0;0;0;0;1,626.31;0
FA 24314;14;dic-18;14;feb-19;661;338;50;colones;3,740.00;1;-1;0;0;0;0;1,562.00;0
FA 24325;14;dic-18;14;dic-18;4393;314;5;colones;8,101.67;1;-1;0;1,053.22;0;0;7.636.100;0
FA 24408;15;dic-18;15;ene-19;856;319;10;colones;12,958.00;1;-1;0;0;0;0;6,633.03;0
FA 24754;18;dic-18;18;ene-19;642;344;8;colones;1,795.20;1;-1;0;0;0;0;1,000.53;0
FA 24768;18;dic-18;18;ene-19;84;309;1;colones;12,974.50;1;-1;0;1,686.69;0;0;5,358.75;0
FA 24770;18;dic-18;18;ene-19;2074;382;6;colones;6,465.66;1;-1;0;0;0;0;1,605.76;0
FA 24798;18;dic-18;18;dic-18;3156;309;2;colones;25,949.00;1;-1;0;3,373.37;0;0;10,717.51;0
FA 24798;18;dic-18;18;dic-18;3156;308;4;colones;36,498.00;1;-1;0;4,744.74;0;0;15,311.67;0
FA 25006;18;dic-18;18;ene-19;3369;345;50;colones;10,696.40;1;-1;0;0;0;0;6,067.29;0
FA 25006;18;dic-18;18;ene-19;3369;344;50;colones;9,873.60;1;-1;0;0;0;0;4,906.91;0
FA 25006;18;dic-18;18;ene-19;3369;310;2;colones;11,475.36;1;-1;0;1,491.80;0;0;2,613.16;0
FA 25054;18;dic-18;18;ene-19;4249;310;3;colones;19,560.27;1;-1;0;2,542.84;0;0;6,266.96;0
FA 25108;19;dic-18;19;feb-19;369;324;12;colones;16,236.00;1;-1;0;0;0;0;6,826.77;0
FA 25108;19;dic-18;19;feb-19;369;327;12;colones;16,434.00;1;-1;0;0;0;0;6,892.99;0
FA 25300;19;dic-18;19;ene-19;3371;308;3;colones;27,373.50;1;-1;0;3,558.55;0;0;11,483.75;0
FA 25300;19;dic-18;19;ene-19;3371;309;3;colones;38,923.50;1;-1;0;5,060.05;0;0;16,076.27;0
FA 25482;19;dic-18;19;dic-18;4371;308;1;colones;9,124.50;1;-1;0;1,186.19;0;0;3,827.92;0
FA 25563;19;dic-18;19;ene-19;2256;344;40;colones;8,527.20;1;-1;0;0;0;0;4,553.85;0
FA 25575;19;dic-18;19;ene-19;1267;302;6;colones;1,925.46;1;-1;0;250.31;0;0;7.876.500;0
FA 25576;19;dic-18;19;ene-19;1854;302;130;colones;41,718.30;1;-1;0;5,423.38;0;0;17,065.85;0
FA 25672;20;dic-18;20;ene-19;4042;338;24;colones;1,795.20;1;-1;0;0;0;0;7.497.600;0
FA 25724;20;dic-18;20;ene-19;278;382;10;colones;10,776.10;1;-1;0;0;0;0;2,676.26;0
FA 25759;20;dic-18;20;mar-19;232;371;6;colones;25,051.20;1;-1;0;3,256.66;0;0;4,782.59;0
FA 26043;21;dic-18;21;ene-19;629;320;29;colones;36,525.50;1;-1;0;0;0;0;17,527.03;0
FA 26043;21;dic-18;21;ene-19;629;322;30;colones;36,960.00;1;-1;0;0;0;0;15,497.57;0
FA 26043;21;dic-18;21;ene-19;629;324;30;colones;40,590.00;1;-1;0;0;0;0;17,066.93;0
FA 26043;21;dic-18;21;ene-19;629;327;30;colones;41,085.00;1;-1;0;0;0;0;17,232.48;0
FA 26207;27;dic-18;27;ene-19;638;322;12;colones;14,784.00;1;-1;0;0;0;0;6,199.03;0
FA 26207;27;dic-18;27;ene-19;638;324;12;colones;16,236.00;1;-1;0;0;0;0;6,826.77;0
FA 26207;27;dic-18;27;ene-19;638;327;12;colones;16,434.00;1;-1;0;0;0;0;6,892.99;0
FA 26227;2;ene-19;2;feb-19;406;387;2;colones;4,000.00;8;-1;0;520;0;0;4.245.800;0
FA 26312;2;ene-19;2;feb-19;3357;339;50;colones;8,910.00;1;-1;0;0;0;0;3,283.94;0
FA 26326;2;ene-19;2;feb-19;408;382;60;colones;60,130.64;1;-1;0;0;0;0;11,531.33;0
FA 26507;3;ene-19;3;feb-19;2019;334;24;colones;36,352.80;1;-1;0;0;0;0;21,064.64;0
FA 26507;3;ene-19;3;feb-19;2019;325;24;colones;42,187.20;1;-1;0;0;0;0;24,144.50;0
FA 26530;3;ene-19;3;feb-19;638;308;2;colones;18,249.00;1;-1;0;2,372.37;0;0;7,655.84;0
FA 26530;3;ene-19;3;feb-19;638;324;12;colones;16,236.00;1;-1;0;0;0;0;6,826.77;0
FA 26565;3;ene-19;3;feb-19;2045;341;12;colones;2,917.20;1;-1;0;0;0;0;1,626.31;0
FA 26594;3;ene-19;3;feb-19;4310;341;12;colones;2,917.20;1;-1;0;0;0;0;1,626.31;0
FA 26665;4;ene-19;4;feb-19;131;309;4;colones;51,898.00;1;-1;0;6,746.74;0;0;21,435.02;0
FA 26691;4;ene-19;4;feb-19;4238;310;1;colones;6,520.09;1;-1;0;847.61;0;0;2,185.06;0
FA 26774;4;ene-19;4;feb-19;1074;334;6;colones;9,088.20;1;-1;0;0;0;0;5,266.16;0
FA 26985;7;ene-19;7;feb-19;1640;344;8;colones;1,795.20;1;-1;0;0;0;0;1,000.53;0
FA 27337;8;ene-19;8;feb-19;3492;324;15;colones;20,295.00;1;-1;0;0;0;0;8,533.46;0
FA 27346;8;ene-19;8;feb-19;357;347;5;colones;85,493.35;1;-1;0;11,114.14;0;0;21,373.35;0
FA 27376;8;ene-19;8;feb-19;994;326;12;colones;12,477.30;1;-1;0;1,622.05;0;0;4,725.22;0
FA 27396;8;ene-19;8;feb-19;629;322;24;colones;29,568.00;1;-1;0;0;0;0;12,398.05;0
FA 27396;8;ene-19;8;feb-19;629;327;24;colones;32,868.00;1;-1;0;0;0;0;13,785.98;0
FA 27396;8;ene-19;8;feb-19;629;324;24;colones;32,472.00;1;-1;0;0;0;0;13,653.54;0
FA 27759;9;ene-19;9;feb-19;368;328;6;colones;11,781.00;1;-1;0;0;0;0;6,695.08;0
FA 27762;9;ene-19;9;feb-19;2007;348;3;colones;2,340.00;1;-1;0;304.2;0;0;-9.946.300;0
FA 27799;9;ene-19;9;ene-19;3593;341;10;colones;2,550.00;1;-1;0;0;0;0;1,474.26;0
FA 28157;11;ene-19;11;feb-19;1722;340;6;colones;1,458.60;1;-1;0;0;0;0;7.824.600;0
FA 28166;11;ene-19;11;feb-19;3923;336;8;colones;12,830.40;1;-1;0;0;0;0;7,653.37;0
FA 28166;11;ene-19;11;feb-19;3923;320;8;colones;10,076.00;1;-1;0;0;0;0;4,835.04;0
FA 28172;11;ene-19;11;ene-19;729;377;3;colones;33,999.99;1;-1;0;0;0;0;8,499.99;0
FA 28325;11;ene-19;11;feb-19;4182;359;5;colones;11,100.75;1;-1;0;0;0;0;2,753.25;0
FA 28463;12;ene-19;12;feb-19;2127;313;2;colones;27,869.54;1;-1;0;3,623.04;0;0;9,586.30;0
FA 28501;14;ene-19;14;feb-19;408;382;100;colones;102,951.00;1;-1;0;0;0;0;21,952.15;0
FA 28508;14;ene-19;14;ene-19;4371;308;2;colones;18,249.00;1;-1;0;2,372.37;0;0;7,655.83;0
FA 28508;14;ene-19;14;ene-19;4371;382;24;colones;25,862.64;1;-1;0;0;0;0;6,422.92;0
FA 28532;14;ene-19;14;feb-19;1296;341;4;colones;972.4;1;-1;0;0;0;0;5.421.000;0
FA 28670;14;ene-19;14;feb-19;638;309;1;colones;12,974.50;1;-1;0;1,686.68;0;0;5,358.75;0
FA 28690;14;ene-19;14;abr-19;232;348;300;colones;234,000.00;1;-1;0;30,420.00;0;0;-99,462.55;0
FA 28846;15;ene-19;15;feb-19;311;348;1;colones;1,882.00;1;-1;0;244.66;0;0;7.704.600;0
FA 28883;15;ene-19;15;feb-19;1237;325;5;colones;7,910.10;1;-1;0;0;0;0;4,151.20;0
FA 28883;15;ene-19;15;feb-19;1237;327;10;colones;12,325.50;1;-1;0;0;0;0;4,374.66;0
FA 28883;15;ene-19;15;feb-19;1237;324;5;colones;6,088.50;1;-1;0;0;0;0;2,167.99;0
FA 28883;15;ene-19;15;feb-19;1237;322;5;colones;5,544.00;1;-1;0;0;0;0;1,966.93;0
FA 28883;15;ene-19;15;feb-19;1237;328;10;colones;17,671.50;1;-1;0;0;0;0;9,194.96;0
FA 28883;15;ene-19;15;feb-19;1237;334;5;colones;6,816.15;1;-1;0;0;0;0;3,631.12;0
FA 28965;15;ene-19;15;feb-19;1240;341;12;colones;2,917.20;1;-1;0;0;0;0;1,626.31;0
FA 29198;16;ene-19;16;feb-19;1351;309;2;colones;25,949.00;1;-1;0;3,373.37;0;0;10,717.51;0
FA 29358;16;ene-19;16;feb-19;627;382;6;colones;6,465.66;1;-1;0;0;0;0;1,605.70;0
FA 29412;17;ene-19;17;feb-19;31;348;12;colones;9,362.87;1;-1;0;1,217.17;0;0;-3,975.63;0
FA 29468;17;ene-19;17;mar-19;4108;341;30;colones;5,400.00;2;-1;0;0;0;0;1,929.77;0
FA 29588;17;ene-19;17;mar-19;1874;310;3;colones;18,994.50;1;-1;0;2,469.29;0;0;5,989.39;0
FA 29598;17;ene-19;17;feb-19;527;348;25;colones;19,505.97;1;-1;0;2,535.77;0;0;-8,282.58;0
FA 29667;18;ene-19;18;feb-19;510;327;6;colones;7,806.15;1;-1;0;0;0;0;3,035.65;0
FA 29732;18;ene-19;18;feb-19;2174;310;2;colones;14,070.00;1;-1;0;1,829.10;0;0;5,399.93;0
FA 29858;18;ene-19;18;feb-19;950;327;6;colones;8,217.00;1;-1;0;0;0;0;3,446.50;0
FA 29858;18;ene-19;18;feb-19;950;324;3;colones;4,059.00;1;-1;0;0;0;0;1,706.69;0
FA 29868;19;ene-19;19;feb-19;810;308;1;colones;9,124.50;1;-1;0;1,186.19;0;0;3,827.92;0
FA 29968;21;ene-19;21;feb-19;1191;309;1;colones;13,364.00;1;-1;0;1,737.32;0;0;5,748.26;0
FA 29968;21;ene-19;21;feb-19;1191;308;2;colones;18,796.00;1;-1;0;2,443.48;0;0;8,202.83;0
FA 29969;21;ene-19;21;mar-19;4108;341;15;colones;2,700.00;2;-1;0;0;0;0;9.648.800;0
FA 30049;21;ene-19;21;feb-19;1640;345;12;colones;2,917.20;1;-1;0;0;0;0;1,806.21;0
FA 30064;21;ene-19;21;feb-19;4403;382;15;colones;16,164.15;1;-1;0;0;0;0;4,014.28;0
FA 30192;21;ene-19;21;feb-19;2256;345;24;colones;5,542.68;1;-1;0;0;0;0;3,320.71;0
FA 30197;22;ene-19;22;feb-19;4005;389;30;colones;202,500.00;1;-1;0;26,325.00;0;0;101,748.00;0
FA 30197;22;ene-19;22;feb-19;4005;389;29;colones;195,750.00;1;-1;0;25,447.50;0;0;98,356.40;0
FA 30227;22;ene-19;22;feb-19;4079;314;2;colones;4,194.00;1;-1;0;545.22;0;0;1,258.78;0
FA 30257;22;ene-19;22;feb-19;1365;382;75;colones;80,820.75;1;-1;0;0;0;0;20,071.39;0
FA 30275;22;ene-19;22;feb-19;4307;345;1;colones;243.1;1;-1;0;0;0;0;1.505.200;0
FA 30279;22;ene-19;22;feb-19;808;334;15;colones;22,720.50;1;-1;0;0;0;0;13,165.40;0
FA 30279;22;ene-19;22;feb-19;808;325;15;colones;26,367.00;1;-1;0;0;0;0;15,090.31;0
FA 30320;22;ene-19;22;feb-19;1333;302;24;colones;7,701.84;1;-1;0;1,001.24;0;0;3,150.62;0
FA 30370;22;ene-19;22;feb-19;167;309;1;colones;12,131.20;1;-1;0;1,577.06;0;0;4,515.45;0
FA 30408;22;ene-19;22;feb-19;1267;382;2;colones;2,000.00;1;-1;0;0;0;0;3.800.200;0
FA 30408;22;ene-19;22;feb-19;1267;340;4;colones;972.4;1;-1;0;0;0;0;5.216.400;0
FA 30622;23;ene-19;23;feb-19;856;327;12;colones;16,434.00;1;-1;0;0;0;0;6,892.99;0
FA 30622;23;ene-19;23;feb-19;856;336;12;colones;19,245.60;1;-1;0;0;0;0;11,480.06;0
